"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"135","g__Sphingomonas",0.299465268445045,-0.406722983592579,0.570855536843665,0.730344811951966,0.524590284436634,-0.556891726944078,0.609422525236002,0.587837568496442,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"136","g__Sphingopyxis",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"137","g__Aeromonas",0.0701993471382251,-0.955652780410022,0.259069141933128,0.180229895641337,0.270967613566054,-5.30240988604798,0.831541825263787,0.118605946605951,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"138","g__Achromobacter",0.285525183500513,-0.100101826239789,0.947394580693373,1.25684839634518,0.301379371720223,-0.0796451079787171,0.775256621683364,0.939608965175024,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"139","g__Verticiella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"140","g__Burkholderia-Caballeronia-Paraburkholderia",-0.844493139940608,2.07717915707873,0.566183222394926,0.146243440357117,-1.49155451192716,14.2035714696426,0.186412922286644,7.61193519334781e-06,1,0.00073074577856139,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"141","g__Cupriavidus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"142","g__Lautropia",0.644874155296017,0.407671283070374,0.297334240495654,0.288957725968321,2.16885264953345,1.41083364946978,0.162344244262845,0.29373971344791,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"143","g__Ralstonia",0.475103833174364,-0.297326612040608,0.516415921823346,0.615383320648439,0.920002294849628,-0.48315676110186,0.369488347005489,0.640953382550494,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"144","g__Acidovorax",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"145","g__Aquabacterium",0.0441278456510578,0.475379781760985,0.485704729925994,0.637789986231156,0.0908532343462693,0.745354728082375,0.92940331257589,0.473212283023389,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"146","g__Comamonas",0.847684038038817,-1.37956546887255,0.81477160984538,0.727008575720047,1.04039466740831,-1.89759174093124,0.359339740046435,0.217239469725661,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"147","g__Curvibacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"148","g__Delftia",1.54522532140306,-2.57113669973875,0.477023245746418,0.49243626294582,3.23930822068257,-5.22125784229997,0.188486429679414,0.114520350859913,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"149","g__Variovorax",0.220563593573946,-0.726312153003937,0.616558462000351,0.929990558698649,0.35773346270904,-0.780988738230072,0.744230878851293,0.491771236277432,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"150","g__Kingella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"151","g__Neisseria",-0.165765236802089,0.618340508160127,0.869193367820115,0.846218572398409,-0.190711575742712,0.730710159678468,0.852040258711148,0.499864020916187,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"152","g__Herbaspirillum",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"153","g__Massilia",1.34471933547747,-1.9315681813465,0.752912590568946,0.59495030953071,1.78602317496287,-3.2466042128293,0.124508688711129,0.112198870774115,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"154","g__Pantoea",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"155","g__Halomonas",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"156","g__HdN1",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"157","g__Aggregatibacter",1.76777520291777,-2.2703525581521,0.674857234502388,0.722319288474449,2.61948025825233,-3.14314264395061,0.115851857934439,0.0797536748482962,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"158","g__Haemophilus",0.403554091339121,-0.345372803703693,0.589865855038973,0.823696256848392,0.684145535619209,-0.419296313212775,0.504316592837129,0.680942617360089,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"159","g__Rodentibacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"160","g__Acinetobacter",0.241421820112135,0.0625127109923579,0.534457531642755,0.597478943852572,0.451713758004457,0.10462747120304,0.657689068941849,0.919497134530658,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"161","g__Enhydrobacter",0.103869008348848,-0.378347513720893,0.659969127738803,0.73209291128876,0.157384647225432,-0.516802591429083,0.87765033116552,0.624292448330293,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"162","g__Moraxella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"163","g__Psychrobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"164","g__Pseudomonas",0.241616248119327,0.0905225403034618,0.449378583161819,0.577984062474131,0.537667474981384,0.156617710038524,0.596739259144376,0.877116340531516,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
